Category,category,FDR,inputGenes
Intracellular organelle,COMPARTMENTS,1.35e-21,"['3702.A0A1R7T3B3', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O65369', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56780', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9LE80', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZR03', '3702.Q9ZVN4']"
Organelle,COMPARTMENTS,5.88e-21,"['3702.A0A1R7T3B3', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O65369', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56780', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9LE80', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZQR8', '3702.Q9ZR03', '3702.Q9ZVN4']"
Chloroplast stroma,COMPARTMENTS,6.8e-20,"['3702.O03042', '3702.O49347', '3702.O82660', '3702.P19366', '3702.P23321', '3702.P25857', '3702.P56753', '3702.P56766', '3702.P56778', '3702.P62090', '3702.Q01667', '3702.Q07473', '3702.Q41932', '3702.Q42029', '3702.Q8LCA1', '3702.Q8VZ87', '3702.Q9ASS6', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SHE8', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9XF89', '3702.Q9XFT3']"
Thylakoid lumen,COMPARTMENTS,1.06e-19,"['3702.O49344', '3702.O80860', '3702.O82660', '3702.P11490', '3702.P19366', '3702.P23321', '3702.P42699', '3702.P82538', '3702.Q2V4B2', '3702.Q41932', '3702.Q42029', '3702.Q9ASS6', '3702.Q9LR64', '3702.Q9S841', '3702.Q9SW65', '3702.Q9XFT3', '3702.Q9XI73']"
Intracellular,COMPARTMENTS,2.76e-19,"['3702.A0A1P8B2B4', '3702.A0A1R7T3B3', '3702.A0A2P2CLG2', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O65369', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9FGT2', '3702.Q9LE80', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZQR8', '3702.Q9ZR03', '3702.Q9ZVN4']"
Plastoglobule,COMPARTMENTS,1.86e-18,"['3702.P19366', '3702.P23321', '3702.P56766', '3702.P56778', '3702.Q01667', '3702.Q07473', '3702.Q8VZ87', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SHE8', '3702.Q9SUI4', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9XF89']"
Cellular anatomical entity,COMPARTMENTS,8.41e-18,"['3702.A0A1P8B2B4', '3702.A0A1R7T3B3', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O65369', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RX87', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q940J8', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q94C26', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9FGT2', '3702.Q9LE80', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZQR8', '3702.Q9ZR03', '3702.Q9ZVN4']"
Photosystem II oxygen evolving complex,COMPARTMENTS,1.02e-17,"['3702.O49344', '3702.P23321', '3702.P27202', '3702.P56780', '3702.P82538', '3702.Q41932', '3702.Q42029', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SW65', '3702.Q9XFT3']"
PSII associated light-harvesting complex II,COMPARTMENTS,4.53e-16,"['3702.P56778', '3702.Q43349', '3702.Q9LMQ2', '3702.Q9S713', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XF91']"
NAD(P)H dehydrogenase complex (plastoquinone),COMPARTMENTS,8.71e-12,"['3702.Q2V2S7', '3702.Q8RXS1', '3702.Q94AQ8', '3702.Q9CAC5', '3702.Q9LU21', '3702.Q9LVM2', '3702.Q9S829', '3702.Q9S9N6']"
Chloroplast thylakoid lumen,COMPARTMENTS,3e-09,"['3702.O49344', '3702.O82660', '3702.P23321', '3702.P82538', '3702.Q2V4B2', '3702.Q9LR64', '3702.Q9SW65', '3702.Q9XI73']"
Chloroplast envelope,COMPARTMENTS,4.32e-08,"['3702.O03042', '3702.O80860', '3702.O82660', '3702.P21218', '3702.P27521', '3702.P56766', '3702.P56767', '3702.Q01667', '3702.Q42029', '3702.Q8LCA1', '3702.Q9LMQ2', '3702.Q9S7N7', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SUI4', '3702.Q9ZR03']"
Apoplast,COMPARTMENTS,6.04e-08,"['3702.O03042', '3702.P0CJ48', '3702.P22953', '3702.P23321', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P46422', '3702.Q42029', '3702.Q42547', '3702.Q9C5C2', '3702.Q9LRR9', '3702.Q9SW65']"
PSI associated light-harvesting complex I,COMPARTMENTS,7.64e-08,"['3702.F4K8I1', '3702.P27521', '3702.Q01667', '3702.Q9SY97', '3702.Q9SYW8']"
Photosystem II reaction center,COMPARTMENTS,7.64e-08,"['3702.P56778', '3702.P56779', '3702.P56782', '3702.P62095', '3702.P62100']"
Plasma membrane light-harvesting complex,COMPARTMENTS,1.33e-07,"['3702.P27521', '3702.Q01667', '3702.Q8LCQ4', '3702.Q9S713', '3702.Q9XF89']"
Chloroplast stromal thylakoid,COMPARTMENTS,3.52e-07,"['3702.O49347', '3702.O82660', '3702.P56778', '3702.P62090', '3702.Q9ASS6']"
Oxidoreductase complex,COMPARTMENTS,4.83e-07,"['3702.A0A2P2CLG2', '3702.O49344', '3702.P23321', '3702.P27202', '3702.P56780', '3702.P82538', '3702.Q41932', '3702.Q42029', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SW65', '3702.Q9XFT3']"
Photosystem I reaction center,COMPARTMENTS,3.12e-06,"['3702.Q9S714', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SUI4']"
Chloroplast photosystem I,COMPARTMENTS,0.00015,"['3702.P49107', '3702.Q8LCA1', '3702.Q9S7N7']"
Extracellular region,COMPARTMENTS,0.0033,"['3702.O03042', '3702.P0CJ48', '3702.P22953', '3702.P23321', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P46422', '3702.Q03250', '3702.Q42029', '3702.Q42547', '3702.Q9C5C2', '3702.Q9LRR9', '3702.Q9SW65']"
Cytochrome complex,COMPARTMENTS,0.0044,"['3702.A0A2P2CLG2', '3702.P56766', '3702.P56771', '3702.Q9ZR03']"
Cytochrome b6f complex,COMPARTMENTS,0.0063,"['3702.P56766', '3702.P56771', '3702.Q9ZR03']"
Nitrite reductase complex [NAD(P)H],COMPARTMENTS,0.0067,"['3702.Q9SGH4', '3702.Q9XI73']"
Photosystem II antenna complex,COMPARTMENTS,0.0067,"['3702.Q9LMQ2', '3702.Q9XF89']"
B875 antenna complex,COMPARTMENTS,0.0067,"['3702.P27521', '3702.Q8LCQ4']"
B800-850 antenna complex,COMPARTMENTS,0.0067,"['3702.Q9S713', '3702.Q9XF89']"
Ribulose bisphosphate carboxylase complex,COMPARTMENTS,0.0149,"['3702.O03042', '3702.P83755']"
Thioglucosidase complex,COMPARTMENTS,0.0204,"['3702.P37702', '3702.Q9C5C2']"
Symplast,COMPARTMENTS,0.0227,"['3702.P22953', '3702.P54144', '3702.Q41931', '3702.Q42547', '3702.Q8GY23', '3702.Q8RX87', '3702.Q9LUT2']"
Cell junction,COMPARTMENTS,0.0374,"['3702.P22953', '3702.P54144', '3702.Q41931', '3702.Q8GY23', '3702.Q8RX87', '3702.Q9C5C2', '3702.Q9LUT2', '3702.Q9S7H1']"
photosynthesis,Process,5.85e-147,"['3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P16972', '3702.P21218', '3702.P23321', '3702.P25857', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q2V4B2', '3702.Q37165', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
"photosynthesis, light reaction",Process,1.09e-92,"['3702.F4K8I1', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P16972', '3702.P23321', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P56751', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56771', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62109', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q2V4B2', '3702.Q37165', '3702.Q39141', '3702.Q39142', '3702.Q41932', '3702.Q42029', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SGH4', '3702.Q9SHR7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
generation of precursor metabolites and energy,Process,2.45e-86,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4K8I1', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P23321', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P42699', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62109', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q07473', '3702.Q07488', '3702.Q2V4B2', '3702.Q37165', '3702.Q39141', '3702.Q39142', '3702.Q41932', '3702.Q42029', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SGH4', '3702.Q9SHR7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
electron transport chain,Process,4.62e-50,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P11490', '3702.P16972', '3702.P26288', '3702.P26289', '3702.P42699', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P83755', '3702.P93313', '3702.Q07488', '3702.Q2V4B2', '3702.Q41932', '3702.Q8LCA1', '3702.Q8RXS1', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q9CAC5', '3702.Q9LU21', '3702.Q9S7N7', '3702.Q9S9N6', '3702.Q9SGH4', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
Cellular metabolic process,Process,3.15e-44,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P32961', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZR03', '3702.Q9ZVN4']"
"photosynthesis, light harvesting",Process,7.51e-35,"['3702.F4K8I1', '3702.O80860', '3702.P04778', '3702.P0CJ48', '3702.P27521', '3702.Q01667', '3702.Q07473', '3702.Q39141', '3702.Q39142', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q9C639', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89']"
"photosynthesis, light harvesting in photosystem I",Process,1.68e-34,"['3702.F4K8I1', '3702.P04778', '3702.P0CJ48', '3702.P27521', '3702.Q01667', '3702.Q07473', '3702.Q39141', '3702.Q39142', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q9C639', '3702.Q9LMQ2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89']"
