Category,category,FDR,inputGenes
membrane,Component,6.5e-42,"['3702.A0A1R7T3B3', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q07473', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RXS1', '3702.Q8S8H2', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q94C26', '3702.Q95695', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZR03']"
protein-containing complex,Component,1.31e-41,"['3702.A0A2P2CLG2', '3702.F4K8I1', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CJ48', '3702.P19366', '3702.P23321', '3702.P27202', '3702.P27521', '3702.P49107', '3702.P54144', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q39141', '3702.Q39142', '3702.Q39194', '3702.Q39195', '3702.Q41932', '3702.Q42029', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RXS1', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q96500', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LU21', '3702.Q9LVM2', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
intracellular membrane-bounded organelle,Component,3.78e-32,"['3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZQR8', '3702.Q9ZR03']"
intracellular anatomical structure,Component,1.65e-29,"['3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q95695', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZQR8', '3702.Q9ZR03', '3702.Q9ZVN4']"
photosystem II oxygen evolving complex,Component,1.79e-22,"['3702.O49344', '3702.O80634', '3702.P23321', '3702.P27202', '3702.P56780', '3702.P82538', '3702.Q2V4B2', '3702.Q41932', '3702.Q42029', '3702.Q8W0Y8', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SW65', '3702.Q9XFT3', '3702.Q9XI73']"
thylakoid lumen,Component,3.08e-19,"['3702.O49344', '3702.O80860', '3702.O82660', '3702.P11490', '3702.P19366', '3702.P23321', '3702.P42699', '3702.P82538', '3702.Q2V4B2', '3702.Q41932', '3702.Q42029', '3702.Q9ASS6', '3702.Q9LR64', '3702.Q9S841', '3702.Q9SCY3', '3702.Q9XFT3', '3702.Q9XI73']"
chloroplast envelope,Component,3.65e-19,"['3702.O03042', '3702.O80860', '3702.O82660', '3702.P09468', '3702.P21218', '3702.P25857', '3702.P27521', '3702.P56766', '3702.P56767', '3702.Q01667', '3702.Q38814', '3702.Q38833', '3702.Q39142', '3702.Q42029', '3702.Q42547', '3702.Q8LCA1', '3702.Q96500', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LVM2', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7N7', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XIE2', '3702.Q9ZR03']"
chloroplast stroma,Component,5.31e-19,"['3702.O03042', '3702.O49344', '3702.O49347', '3702.O82660', '3702.P19366', '3702.P23321', '3702.P25857', '3702.P42699', '3702.P46422', '3702.P50318', '3702.P56753', '3702.P56766', '3702.P56778', '3702.P62090', '3702.Q01667', '3702.Q07473', '3702.Q38814', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q8LCA1', '3702.Q8VZ87', '3702.Q96500', '3702.Q9ASS6', '3702.Q9LRR9', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SHE8', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF89', '3702.Q9XFT3']"
chloroplast thylakoid membrane protein complex,Component,1.23e-17,"['3702.P19366', '3702.P49107', '3702.P82538', '3702.Q8LCA1', '3702.Q96500', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XF91']"
plastoglobule,Component,1.79e-17,"['3702.P19366', '3702.P23321', '3702.P56766', '3702.P56778', '3702.Q01667', '3702.Q07473', '3702.Q8VZ87', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SHE8', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF89']"
cellular anatomical structure,Component,2.44e-16,"['3702.A0A1R7T3B3', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.O81208', '3702.O82660', '3702.P04778', '3702.P09468', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P26288', '3702.P26289', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P61843', '3702.P62090', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P82538', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q07488', '3702.Q2V2S7', '3702.Q2V4B2', '3702.Q37165', '3702.Q38814', '3702.Q38833', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39194', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q43349', '3702.Q681Z2', '3702.Q84MD6', '3702.Q8GY23', '3702.Q8L9E3', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RXS1', '3702.Q8RY71', '3702.Q8S8H2', '3702.Q8VZ87', '3702.Q8W0Y8', '3702.Q940J8', '3702.Q940L5', '3702.Q949Q5', '3702.Q94AQ8', '3702.Q94C26', '3702.Q95695', '3702.Q96500', '3702.Q9ASS6', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9CAC5', '3702.Q9FFD7', '3702.Q9FG67', '3702.Q9FG89', '3702.Q9LMQ2', '3702.Q9LR64', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9LVM2', '3702.Q9M1P5', '3702.Q9S713', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9S829', '3702.Q9S831', '3702.Q9S841', '3702.Q9S9N6', '3702.Q9SA56', '3702.Q9SCY3', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SW65', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9XIE2', '3702.Q9ZQR8', '3702.Q9ZR03', '3702.Q9ZVN4']"
photosystem II reaction center,Component,1.32e-14,"['3702.P56778', '3702.P56779', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62095', '3702.P62100']"
oxidoreductase complex,Component,1.72e-13,"['3702.A0A2P2CLG2', '3702.O49344', '3702.O80634', '3702.P23321', '3702.P27202', '3702.P56780', '3702.P82538', '3702.Q2V4B2', '3702.Q41932', '3702.Q42029', '3702.Q8W0Y8', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SW65', '3702.Q9XFT3', '3702.Q9XI73']"
photosystem I reaction center,Component,5.68e-13,"['3702.Q9S714', '3702.Q9S7H1', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SUI4', '3702.Q9SUI6', '3702.Q9SUI7']"
membrane,Component,3.08e-12,"['3702.A0A1R7T3B3', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.O49347', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P26288', '3702.P26289', '3702.P27521', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q07473', '3702.Q37165', '3702.Q38833', '3702.Q39191', '3702.Q39194', '3702.Q41963', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RXS1', '3702.Q8S8H2', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q94C26', '3702.Q95695', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FG89', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XIE2', '3702.Q9ZR03']"
NAD(P)H dehydrogenase complex (plastoquinone),Component,5.17e-12,"['3702.Q2V2S7', '3702.Q8RXS1', '3702.Q94AQ8', '3702.Q9CAC5', '3702.Q9LU21', '3702.Q9LVM2', '3702.Q9S829', '3702.Q9S9N6']"
Intrinsic component of membrane,Component,1.23e-11,"['3702.A0A1R7T3B3', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.F4I2N7', '3702.O49347', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CC32', '3702.P0CC33', '3702.P0CJ48', '3702.P26288', '3702.P26289', '3702.P27521', '3702.P54144', '3702.P56751', '3702.P56752', '3702.P56758', '3702.P56759', '3702.P56760', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56768', '3702.P56769', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P56781', '3702.P56782', '3702.P56790', '3702.P60129', '3702.P61839', '3702.P62095', '3702.P62100', '3702.P62109', '3702.P83755', '3702.P93313', '3702.Q01667', '3702.Q07473', '3702.Q07488', '3702.Q37165', '3702.Q38833', '3702.Q39191', '3702.Q39194', '3702.Q41963', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8RXS1', '3702.Q8S8H2', '3702.Q8VZ87', '3702.Q949Q5', '3702.Q94C26', '3702.Q95695', '3702.Q9C639', '3702.Q9CAC5', '3702.Q9FG89', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7N7', '3702.Q9S7W1', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SUI5', '3702.Q9SUI6', '3702.Q9SUI7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XIE2', '3702.Q9ZR03']"
PSII associated light-harvesting complex II,Component,1.07e-09,"['3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9SHR7', '3702.Q9XF87', '3702.Q9XF89', '3702.Q9XF91']"
chloroplast thylakoid lumen,Component,2.7e-09,"['3702.O49344', '3702.O82660', '3702.P23321', '3702.P82538', '3702.Q2V4B2', '3702.Q42029', '3702.Q9LR64', '3702.Q9SCY3', '3702.Q9XI73']"
chloroplast stromal thylakoid,Component,2.2e-07,"['3702.O49347', '3702.O82660', '3702.P56778', '3702.P62090', '3702.Q9ASS6']"
extrinsic component of membrane,Component,2.75e-07,"['3702.O49344', '3702.O80634', '3702.P82538', '3702.Q2V4B2', '3702.Q41932', '3702.Q42029', '3702.Q9SGH4', '3702.Q9XFT3', '3702.Q9XI73']"
cytosol,Component,5.66e-06,"['3702.O03042', '3702.O23530', '3702.P21218', '3702.P22953', '3702.P27521', '3702.P32961', '3702.P37702', '3702.P46422', '3702.P50318', '3702.P82538', '3702.Q03250', '3702.Q38814', '3702.Q38833', '3702.Q39195', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42547', '3702.Q8GY23', '3702.Q8LCA1', '3702.Q96500', '3702.Q9C5C2', '3702.Q9LRR9', '3702.Q9LU21', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SLJ2', '3702.Q9STF2', '3702.Q9SUI4', '3702.Q9SUI7', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XFT3', '3702.Q9ZR03']"
proton-transporting ATP synthase complex,Component,6.67e-06,"['3702.P09468', '3702.P19366', '3702.P56758', '3702.P56759', '3702.P56760', '3702.Q9C5A9']"
apoplast,Component,2.37e-05,"['3702.O03042', '3702.P0CJ48', '3702.P22953', '3702.P23321', '3702.P25857', '3702.P32961', '3702.P33154', '3702.P37702', '3702.P46422', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q9C5C2', '3702.Q9LRR9']"
chloroplast photosystem I,Component,8.73e-05,"['3702.P49107', '3702.Q8LCA1', '3702.Q9S7N7']"
nitrite reductase complex [NAD(P)H],Component,0.0042,"['3702.Q9SGH4', '3702.Q9XI73']"
photosystem II antenna complex,Component,0.0042,"['3702.Q9LMQ2', '3702.Q9XF89']"
"Proton-transporting ATP synthase complex, catalytic core F(1)",Component,0.005,"['3702.P09468', '3702.P19366', '3702.Q9C5A9']"
"Proton-transporting ATP synthase complex, coupling factor F(o)",Component,0.0074,"['3702.P56758', '3702.P56759', '3702.P56760']"
Mitochondrial proton-transporting ATP synthase complex,Component,0.0116,"['3702.P09468', '3702.P19366', '3702.Q9C5A9']"
cytochrome b6f complex,Component,0.0172,"['3702.P56771', '3702.Q9ZR03']"
cytochrome complex,Component,0.0251,"['3702.A0A2P2CLG2', '3702.P56771', '3702.Q9ZR03']"
external encapsulating structure,Component,0.0264,"['3702.O03042', '3702.P19366', '3702.P22953', '3702.Q39191', '3702.Q41931', '3702.Q41963', '3702.Q42547', '3702.Q940J8', '3702.Q9LUT2']"
catalytic complex,Component,0.0269,"['3702.A0A2P2CLG2', '3702.O49344', '3702.O80634', '3702.P23321', '3702.P27202', '3702.P56780', '3702.P82538', '3702.Q2V4B2', '3702.Q41932', '3702.Q42029', '3702.Q8GY23', '3702.Q8W0Y8', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SW65', '3702.Q9XFT3', '3702.Q9XI73']"
stromule,Component,0.0296,"['3702.P19366', '3702.P25857', '3702.Q38814']"
"Mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",Component,0.0304,"['3702.P09468', '3702.Q9C5A9']"
plant-type cell wall,Component,0.0356,"['3702.O03042', '3702.P19366', '3702.P22953', '3702.Q39191', '3702.Q41931', '3702.Q42547', '3702.Q940J8', '3702.Q9LUT2']"
plasmodesma,Component,0.0372,"['3702.P22953', '3702.P32961', '3702.P46422', '3702.P54144', '3702.Q03250', '3702.Q41931', '3702.Q42547', '3702.Q8GY23', '3702.Q940J8', '3702.Q9C5C2', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5']"
chlorophyll binding,Function,1.26e-44,"['3702.F4K8I1', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P27521', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q39141', '3702.Q39142', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q9C639', '3702.Q9LMQ2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SHR7', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91']"
electron transfer activity,Function,6.42e-44,"['3702.A0A1P8B2B4', '3702.A0A2P2CLG2', '3702.A0A2P2CLG4', '3702.P0CC32', '3702.P0CC33', '3702.P11490', '3702.P16972', '3702.P26288', '3702.P26289', '3702.P42699', '3702.P56751', '3702.P56752', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56771', '3702.P56773', '3702.P56774', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P83755', '3702.P93313', '3702.Q07488', '3702.Q2V4B2', '3702.Q41932', '3702.Q95695', '3702.Q9LU21', '3702.Q9SGH4', '3702.Q9XFT3', '3702.Q9XI73', '3702.Q9ZR03']"
protein domain specific binding,Function,1.66e-36,"['3702.P04778', '3702.P21218', '3702.P27521', '3702.P42699', '3702.P46422', '3702.P49107', '3702.Q01667', '3702.Q07473', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q42044', '3702.Q8LCA1', '3702.Q9LMQ2', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7M0', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF89', '3702.Q9XF91']"
