Category,category,FDR,inputGenes
RNA binding,Function,1.28e-15,"['3702.O03042', '3702.P04778', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25856', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P32962', '3702.P46010', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P56780', '3702.P62090', '3702.P83755', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q39102', '3702.Q39141', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q8VZ87', '3702.Q8W493', '3702.Q944G9', '3702.Q949Q5', '3702.Q9FI56', '3702.Q9FKW6', '3702.Q9LMQ2', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SLJ2', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9ZR03']"
oxidoreductase activity,Function,1.5e-12,"['3702.O03042', '3702.O48646', '3702.O49506', '3702.P11490', '3702.P16972', '3702.P21218', '3702.P23321', '3702.P25819', '3702.P25856', '3702.P25857', '3702.P26288', '3702.P42699', '3702.P46422', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P83755', '3702.Q07488', '3702.Q24JJ8', '3702.Q41931', '3702.Q41932', '3702.Q42547', '3702.Q8RWS6', '3702.Q8VYI3', '3702.Q8W493', '3702.Q96528', '3702.Q9FKU8', '3702.Q9FKW6', '3702.Q9LJH5', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LRS0', '3702.Q9S841', '3702.Q9SGH4', '3702.Q9SI62', '3702.Q9SW65', '3702.Q9XFT3', '3702.Q9ZR03', '3702.Q9ZTA2']"
binding,Function,5.01e-12,"['3702.A0A1P8B4T0', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O22433', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O49506', '3702.O80634', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25697', '3702.P25819', '3702.P25851', '3702.P25856', '3702.P25857', '3702.P25860', '3702.P25863', '3702.P26288', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32962', '3702.P37702', '3702.P42699', '3702.P46010', '3702.P46014', '3702.P46283', '3702.P46422', '3702.P49107', '3702.P50318', '3702.P54144', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.P92973', '3702.Q01667', '3702.Q03250', '3702.Q06402', '3702.Q06429', '3702.Q07473', '3702.Q07488', '3702.Q24JJ8', '3702.Q37001', '3702.Q38814', '3702.Q39102', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39214', '3702.Q41931', '3702.Q41932', '3702.Q41963', '3702.Q42029', '3702.Q42044', '3702.Q42547', '3702.Q43309', '3702.Q52T38', '3702.Q6R0H1', '3702.Q6S591', '3702.Q7X9H5', '3702.Q8L785', '3702.Q8L9V6', '3702.Q8LBY9', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q8W493', '3702.Q944G9', '3702.Q949Q5', '3702.Q96528', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9FI56', '3702.Q9FKU8', '3702.Q9FKW6', '3702.Q9FL89', '3702.Q9FMA3', '3702.Q9LJH5', '3702.Q9LKL2', '3702.Q9LMQ2', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LRS0', '3702.Q9LUT2', '3702.Q9M0T1', '3702.Q9M1P5', '3702.Q9M2Y8', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SAR0', '3702.Q9SE33', '3702.Q9SGH4', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SIV0', '3702.Q9SK39', '3702.Q9SKI3', '3702.Q9SLJ2', '3702.Q9SPG2', '3702.Q9STR4', '3702.Q9SU72', '3702.Q9SUI4', '3702.Q9SVB7', '3702.Q9SWA6', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9T065', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9XIF0', '3702.Q9ZPW9', '3702.Q9ZR03', '3702.Q9ZTA2', '3702.Q9ZUA5']"
ion binding,Function,1.41e-10,"['3702.A0A1P8B4T0', '3702.F4I2N7', '3702.O03042', '3702.O22433', '3702.O23530', '3702.O49344', '3702.O49347', '3702.O49506', '3702.O80634', '3702.O80860', '3702.P04778', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P22953', '3702.P25697', '3702.P25819', '3702.P25851', '3702.P25856', '3702.P25857', '3702.P25860', '3702.P25863', '3702.P27521', '3702.P37702', '3702.P42699', '3702.P46014', '3702.P46283', '3702.P46422', '3702.P50318', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q06402', '3702.Q06429', '3702.Q07473', '3702.Q07488', '3702.Q24JJ8', '3702.Q37001', '3702.Q38814', '3702.Q39102', '3702.Q39191', '3702.Q39214', '3702.Q41931', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q43309', '3702.Q6S591', '3702.Q8L785', '3702.Q8L9V6', '3702.Q8LBY9', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q96528', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9FI56', '3702.Q9FKU8', '3702.Q9FL89', '3702.Q9LJH5', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LRS0', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9M2Y8', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SAR0', '3702.Q9SE33', '3702.Q9SGH4', '3702.Q9SHR7', '3702.Q9SIV0', '3702.Q9SLJ2', '3702.Q9STR4', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9T065', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9XIF0', '3702.Q9ZR03', '3702.Q9ZTA2', '3702.Q9ZUA5']"
"Electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity",Function,3.14e-10,"['3702.P56761', '3702.P56777', '3702.P56778', '3702.P83755', '3702.Q41932', '3702.Q9FKW6', '3702.Q9SGH4', '3702.Q9XFT3']"
Organic cyclic compound binding,Function,9.32e-10,"['3702.A0A1P8B4T0', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49506', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25697', '3702.P25819', '3702.P25856', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32962', '3702.P46010', '3702.P46422', '3702.P50318', '3702.P56753', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P83755', '3702.P92973', '3702.Q01667', '3702.Q03250', '3702.Q06402', '3702.Q06429', '3702.Q07473', '3702.Q24JJ8', '3702.Q37001', '3702.Q39102', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39214', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43309', '3702.Q6R0H1', '3702.Q7X9H5', '3702.Q8L785', '3702.Q8L9V6', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q8W493', '3702.Q944G9', '3702.Q949Q5', '3702.Q96528', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9FI56', '3702.Q9FKU8', '3702.Q9FKW6', '3702.Q9LJH5', '3702.Q9LKL2', '3702.Q9LMQ2', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LRS0', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9M2Y8', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SAR0', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SIV0', '3702.Q9SK39', '3702.Q9SLJ2', '3702.Q9SPG2', '3702.Q9STR4', '3702.Q9SUI4', '3702.Q9SVB7', '3702.Q9SWA6', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9T065', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9XIF0', '3702.Q9ZR03']"
heterocyclic compound binding,Function,1.54e-09,"['3702.A0A1P8B4T0', '3702.F4I2N7', '3702.F4K8I1', '3702.O03042', '3702.O23530', '3702.O49506', '3702.O80860', '3702.O81208', '3702.P04778', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25697', '3702.P25819', '3702.P25856', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32962', '3702.P46010', '3702.P46422', '3702.P50318', '3702.P56753', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P56780', '3702.P62090', '3702.P62095', '3702.P83755', '3702.P92973', '3702.Q01667', '3702.Q03250', '3702.Q06402', '3702.Q06429', '3702.Q07473', '3702.Q24JJ8', '3702.Q37001', '3702.Q39102', '3702.Q39141', '3702.Q39142', '3702.Q39191', '3702.Q39214', '3702.Q41931', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q43309', '3702.Q6R0H1', '3702.Q7X9H5', '3702.Q8L785', '3702.Q8L9V6', '3702.Q8LCA1', '3702.Q8LCQ4', '3702.Q8VZ87', '3702.Q8W493', '3702.Q944G9', '3702.Q949Q5', '3702.Q96528', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9FI56', '3702.Q9FKU8', '3702.Q9FKW6', '3702.Q9LJH5', '3702.Q9LKL2', '3702.Q9LMQ2', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LRS0', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9M2Y8', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SAR0', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SIV0', '3702.Q9SLJ2', '3702.Q9SPG2', '3702.Q9STR4', '3702.Q9SUI4', '3702.Q9SVB7', '3702.Q9SWA6', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9T065', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9XIF0', '3702.Q9ZR03']"
1-aminocyclopropane-1-carboxylate synthase activity,Function,2.73e-09,"['3702.Q06402', '3702.Q37001', '3702.Q43309', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9STR4', '3702.Q9T065']"
metal ion binding,Function,4.9e-08,"['3702.O03042', '3702.O22433', '3702.O49344', '3702.O49347', '3702.O80634', '3702.O80860', '3702.P04778', '3702.P0CJ48', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P25819', '3702.P25851', '3702.P25860', '3702.P25863', '3702.P27521', '3702.P37702', '3702.P42699', '3702.P46014', '3702.P46283', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P82538', '3702.P83755', '3702.Q01667', '3702.Q07473', '3702.Q07488', '3702.Q38814', '3702.Q39102', '3702.Q39191', '3702.Q41931', '3702.Q41932', '3702.Q42029', '3702.Q42547', '3702.Q6S591', '3702.Q8L9V6', '3702.Q8LCQ4', '3702.Q8RWS6', '3702.Q8VZ87', '3702.Q96528', '3702.Q9C5A9', '3702.Q9C639', '3702.Q9FL89', '3702.Q9LUT2', '3702.Q9S7J7', '3702.Q9S7M0', '3702.Q9S7W1', '3702.Q9SE33', '3702.Q9SGH4', '3702.Q9SHR7', '3702.Q9SLJ2', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XFT3', '3702.Q9ZR03', '3702.Q9ZTA2', '3702.Q9ZUA5']"
carbon-sulfur lyase activity,Function,1.39e-07,"['3702.Q06402', '3702.Q37001', '3702.Q43309', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
"transferase activity, transferring nitrogenous groups",Function,5.06e-07,"['3702.Q06402', '3702.Q06429', '3702.Q37001', '3702.Q42547', '3702.Q43309', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
oxygen evolving activity,Function,1.31e-06,"['3702.P23321', '3702.P56761', '3702.P83755', '3702.Q9S841', '3702.Q9SW65']"
(S)-2-hydroxy-acid oxidase activity,Function,2.26e-06,"['3702.O49506', '3702.Q24JJ8', '3702.Q9LJH5', '3702.Q9LRR9', '3702.Q9LRS0']"
transaminase activity,Function,5.69e-06,"['3702.Q06402', '3702.Q06429', '3702.Q37001', '3702.Q43309', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
pyridoxal phosphate binding,Function,1.66e-05,"['3702.Q06402', '3702.Q06429', '3702.Q37001', '3702.Q43309', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
vitamin binding,Function,4.19e-05,"['3702.Q06402', '3702.Q06429', '3702.Q37001', '3702.Q41931', '3702.Q43309', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
nucleic acid binding,Function,4.39e-05,"['3702.O03042', '3702.P04778', '3702.P0CJ48', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25856', '3702.P25857', '3702.P27202', '3702.P27521', '3702.P29381', '3702.P32962', '3702.P46010', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P56780', '3702.P62090', '3702.P83755', '3702.P92973', '3702.Q01667', '3702.Q03250', '3702.Q07473', '3702.Q39102', '3702.Q39141', '3702.Q41963', '3702.Q42029', '3702.Q42547', '3702.Q6R0H1', '3702.Q7X9H5', '3702.Q8L9V6', '3702.Q8LCA1', '3702.Q8VZ87', '3702.Q8W493', '3702.Q944G9', '3702.Q949Q5', '3702.Q9FI56', '3702.Q9FKW6', '3702.Q9LKL2', '3702.Q9LMQ2', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9S7H1', '3702.Q9S7J7', '3702.Q9S831', '3702.Q9S841', '3702.Q9SA56', '3702.Q9SHE8', '3702.Q9SLJ2', '3702.Q9SPG2', '3702.Q9SUI4', '3702.Q9SVB7', '3702.Q9SWA6', '3702.Q9SY97', '3702.Q9XF87', '3702.Q9XF88', '3702.Q9XF89', '3702.Q9XF91', '3702.Q9XFT3', '3702.Q9XIE2', '3702.Q9ZR03']"
protein binding,Function,6.01e-05,"['3702.F4I2N7', '3702.P04778', '3702.P21218', '3702.P22953', '3702.P25697', '3702.P25856', '3702.P27521', '3702.P29381', '3702.P42699', '3702.P46422', '3702.P49107', '3702.P54144', '3702.Q01667', '3702.Q07473', '3702.Q38814', '3702.Q39141', '3702.Q39142', '3702.Q42029', '3702.Q42044', '3702.Q43309', '3702.Q7X9H5', '3702.Q8L785', '3702.Q8LCA1', '3702.Q9C639', '3702.Q9FKW6', '3702.Q9LMQ2', '3702.Q9S714', '3702.Q9S7H1', '3702.Q9S7M0', '3702.Q9S831', '3702.Q9SA56', '3702.Q9SAR0', '3702.Q9SE33', '3702.Q9SHE8', '3702.Q9SHR7', '3702.Q9SKI3', '3702.Q9STR4', '3702.Q9SU72', '3702.Q9SUI4', '3702.Q9SY97', '3702.Q9SYW8', '3702.Q9SYX1', '3702.Q9T065', '3702.Q9XF89', '3702.Q9XF91']"
"proton-transporting ATP synthase activity, rotational mechanism",Function,0.00036,"['3702.P19366', '3702.Q01908', '3702.Q01909', '3702.Q96253', '3702.Q9C5A9']"
lyase activity,Function,0.0004,"['3702.O03042', '3702.P32961', '3702.P32962', '3702.P46010', '3702.Q06402', '3702.Q37001', '3702.Q3E9D5', '3702.Q43309', '3702.Q8VYI3', '3702.Q944G9', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065']"
poly(U) RNA binding,Function,0.00055,"['3702.P23321', '3702.Q42029', '3702.Q8W493', '3702.Q9FKW6', '3702.Q9S841']"
salicylic acid binding,Function,0.00055,"['3702.P25856', '3702.P25857', '3702.P46422', '3702.Q42029', '3702.Q9LPW0']"
FMN binding,Function,0.0007,"['3702.O49506', '3702.Q24JJ8', '3702.Q9LJH5', '3702.Q9LRR9', '3702.Q9LRS0']"
oxidoreduction-driven active transmembrane transporter activity,Function,0.00072,"['3702.P26288', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.Q9ZR03']"
catalase activity,Function,0.00089,"['3702.P25819', '3702.Q42547', '3702.Q96528']"
glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity,Function,0.00089,"['3702.P25856', '3702.P25857', '3702.Q9LPW0']"
indole-3-acetonitrile nitrile hydratase activity,Function,0.00089,"['3702.P32961', '3702.P32962', '3702.P46010']"
indole-3-acetonitrile nitrilase activity,Function,0.0014,"['3702.P32961', '3702.P32962', '3702.P46010']"
NADH dehydrogenase (ubiquinone) activity,Function,0.0017,"['3702.P26288', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756']"
quinone binding,Function,0.0019,"['3702.P26288', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756']"
monocarboxylic acid binding,Function,0.0022,"['3702.P25856', '3702.P25857', '3702.P46422', '3702.Q42029', '3702.Q8LBY9', '3702.Q9LPW0']"
carboxylic acid binding,Function,0.0031,"['3702.P25856', '3702.P25857', '3702.P46422', '3702.Q41931', '3702.Q42029', '3702.Q8LBY9', '3702.Q9LPW0']"
single-stranded RNA binding,Function,0.0032,"['3702.P23321', '3702.Q03250', '3702.Q42029', '3702.Q8W493', '3702.Q9FKW6', '3702.Q9S841']"
glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,Function,0.0039,"['3702.P25856', '3702.P25857', '3702.Q9LPW0']"
catalytic activity,Function,0.0071,"['3702.A0A1P8AW96', '3702.A0A1P8B4T0', '3702.B3H6T0', '3702.F4I2N7', '3702.O03042', '3702.O23530', '3702.O48646', '3702.O49506', '3702.O80860', '3702.P11490', '3702.P16972', '3702.P19366', '3702.P21218', '3702.P22953', '3702.P23321', '3702.P25697', '3702.P25819', '3702.P25851', '3702.P25856', '3702.P25857', '3702.P26288', '3702.P32961', '3702.P32962', '3702.P37702', '3702.P42699', '3702.P46010', '3702.P46014', '3702.P46283', '3702.P46422', '3702.P50318', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.P56761', '3702.P56766', '3702.P56767', '3702.P56777', '3702.P56778', '3702.P56779', '3702.P62090', '3702.P62095', '3702.P83755', '3702.Q01908', '3702.Q01909', '3702.Q06402', '3702.Q06429', '3702.Q07488', '3702.Q24JJ8', '3702.Q37001', '3702.Q38814', '3702.Q38833', '3702.Q39102', '3702.Q39191', '3702.Q3E9D5', '3702.Q41931', '3702.Q41932', '3702.Q42547', '3702.Q43309', '3702.Q52T38', '3702.Q84W27', '3702.Q8GY23', '3702.Q8L5Y5', '3702.Q8L785', '3702.Q8RWS6', '3702.Q8RX87', '3702.Q8VYI3', '3702.Q8W493', '3702.Q940J8', '3702.Q944G9', '3702.Q96253', '3702.Q96528', '3702.Q9C5A9', '3702.Q9C5C2', '3702.Q9C7X0', '3702.Q9FF79', '3702.Q9FG67', '3702.Q9FI56', '3702.Q9FKU8', '3702.Q9FKW6', '3702.Q9FN52', '3702.Q9LJH5', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LRS0', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9M2Y8', '3702.Q9S745', '3702.Q9S7H8', '3702.Q9S841', '3702.Q9SAR0', '3702.Q9SGH4', '3702.Q9SI62', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9SU72', '3702.Q9SW65', '3702.Q9SYJ4', '3702.Q9T065', '3702.Q9XFT3', '3702.Q9ZR03', '3702.Q9ZTA2']"
organic acid binding,Function,0.0158,"['3702.P25856', '3702.P25857', '3702.P46422', '3702.Q41931', '3702.Q42029', '3702.Q9LPW0']"
channel activity,Function,0.0164,"['3702.P19366', '3702.P54144', '3702.Q01908', '3702.Q01909', '3702.Q41963', '3702.Q96253', '3702.Q9C5A9', '3702.Q9M8W5']"
primary active transmembrane transporter activity,Function,0.0166,"['3702.P19366', '3702.P26288', '3702.P56753', '3702.P56754', '3702.P56755', '3702.P56756', '3702.Q9C5A9', '3702.Q9XIE2', '3702.Q9ZR03']"
monoatomic cation channel activity,Function,0.0169,"['3702.P19366', '3702.P54144', '3702.Q01908', '3702.Q01909', '3702.Q96253', '3702.Q9C5A9']"
methylthioalkylmalate synthase activity,Function,0.0202,"['3702.Q9FG67', '3702.Q9FN52']"
pigment binding,Function,0.0202,"['3702.Q9C639', '3702.Q9XF91']"
"Electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity",Function,0.0202,"['3702.P42699', '3702.Q9ZR03']"
iron-sulfur cluster binding,Function,0.0268,"['3702.P16972', '3702.P56755', '3702.P56756', '3702.P56766', '3702.P56767', '3702.P62090', '3702.Q9ZR03']"
identical protein binding,Function,0.03,"['3702.F4I2N7', '3702.P25697', '3702.P25856', '3702.Q38814', '3702.Q43309', '3702.Q9C639', '3702.Q9SAR0', '3702.Q9STR4', '3702.Q9SU72', '3702.Q9SYX1', '3702.Q9T065']"
disordered domain specific binding,Function,0.0304,"['3702.P25697', '3702.P25856']"
cobalt ion binding,Function,0.0325,"['3702.P25819', '3702.Q42547', '3702.Q96528', '3702.Q9SLJ2']"
anion binding,Function,0.04,"['3702.A0A1P8B4T0', '3702.F4I2N7', '3702.O23530', '3702.O49506', '3702.O80860', '3702.P19366', '3702.P22953', '3702.P25697', '3702.P25856', '3702.P25857', '3702.P46422', '3702.P50318', '3702.P56780', '3702.Q06402', '3702.Q06429', '3702.Q24JJ8', '3702.Q37001', '3702.Q39102', '3702.Q39191', '3702.Q39214', '3702.Q41931', '3702.Q42029', '3702.Q43309', '3702.Q8L785', '3702.Q8LBY9', '3702.Q9C5A9', '3702.Q9C7X0', '3702.Q9FGT2', '3702.Q9FI56', '3702.Q9FKU8', '3702.Q9LJH5', '3702.Q9LPW0', '3702.Q9LRR9', '3702.Q9LRS0', '3702.Q9LUT2', '3702.Q9M1P5', '3702.Q9M2Y8', '3702.Q9SAR0', '3702.Q9SIV0', '3702.Q9STR4', '3702.Q9T065', '3702.Q9XIE2', '3702.Q9XIF0']"
"fructose 1,6-bisphosphate 1-phosphatase activity",Function,0.0434,"['3702.P25851', '3702.P46283']"
galactinol-sucrose galactosyltransferase activity,Function,0.0434,"['3702.Q8RX87', '3702.Q9SYJ4']"
